id,hotel_cluster
286,92 44 72 22 31
287,39 79 15 8 74
288,79 24 13 11 80
289,33 65 5 80 54
290,55 33 11 86 60
291,55 18 27 68 92
292,28 22 66 27 6
293,70 26 43 63 12
294,96 2 39 56 66
295,70 16 20 90 29
296,60 60 78 92 5
297,40 18 64 99 95
298,41 7 7 58 60
299,56 8 14 81 92
300,32 15 49 62 42
301,26 26 13 75 18
302,72 36 37 76 40
303,57 13 65 28 24
304,41 73 86 53 65
305,15 51 69 63 72
306,73 73 57 12 20
307,51 9 64 0 94
308,58 64 12 38 24
309,21 57 28 58 28
310,24 25 31 5 18
311,35 20 51 64 59
312,5 66 65 78 36
313,16 65 78 78 41
314,84 24 23 81 34
315,56 49 52 66 66
316,92 63 56 5 10
317,48 37 49 76 75
318,2 92 15 40 16
319,32 8 39 97 26
320,37 75 9 63 29
321,66 30 15 74 48
322,78 17 42 83 24
323,31 34 70 78 63
324,28 67 23 52 20
325,29 76 71 39 67
326,20 32 88 89 59
327,6 20 3 12 35
328,13 95 31 49 53
329,25 38 18 98 0
330,83 76 16 51 7
331,13 99 2 16 55
332,18 96 96 22 49
333,65 12 55 41 38
334,95 67 62 37 47
335,40 70 14 45 33
336,93 69 50 53 98
337,54 59 58 11 19
338,59 4 0 85 52
339,26 75 98 81 26
340,82 37 61 83 22
341,33 73 4 29 40
342,82 42 43 49 69
343,81 48 5 36 48
344,24 38 71 10 36
345,41 25 32 59 34
346,99 46 32 63 48
347,43 60 0 70 85
348,7 82 41 62 84
349,50 67 13 46 80
350,89 97 29 44 84
351,74 35 62 13 42
352,11 21 13 92 44
353,44 61 39 84 96
354,39 50 58 96 77
355,67 57 15 83 98
356,68 64 83 93 74
357,32 43 74 16 69
358,32 25 52 79 55
359,58 99 14 11 92
360,9 97 99 69 10
361,87 82 91 18 18
362,99 35 17 47 28
363,59 90 2 67 1
364,35 45 6 62 43
365,74 51 53 73 93
366,28 23 28 8 59
367,42 87 35 35 68
368,95 61 28 52 26
369,66 23 45 62 20
370,98 33 84 15 93
371,58 23 30 90 48
372,80 40 32 15 38
373,30 91 65 62 81
374,99 61 54 8 65
375,85 47 44 11 48
376,29 32 41 5 11
377,80 47 89 65 0
378,64 87 44 79 58
379,83 75 2 92 84
380,59 16 73 3 36
381,65 6 24 29 85
382,71 53 51 19 16
383,41 76 53 99 11
384,62 26 83 41 12
385,53 34 54 43 15
386,23 65 67 2 94
387,89 47 33 91 25
388,98 39 57 85 98
389,79 97 26 94 67
390,87 48 13 35 48
391,25 13 17 61 13
392,53 70 65 32 59
393,63 33 16 63 45
394,79 5 19 93 58
395,24 93 18 5 91
396,16 47 37 44 99
397,63 58 75 37 60
398,56 77 48 36 89
399,23 42 91 16 30
400,26 67 99 24 13
401,90 6 21 66 37
402,44 75 98 51 26
403,57 66 97 99 99
404,4 48 42 43 68
405,15 94 73 67 39
406,36 92 22 28 1
407,84 41 55 59 28
408,7 79 4 95 87
409,93 68 74 11 82
410,52 89 68 36 16
411,9 35 5 89 81
412,61 58 14 87 53
413,66 78 44 0 25
414,13 17 16 11 62
415,39 97 96 63 38
416,80 47 84 51 99
417,63 56 34 49 5
418,24 74 1 38 15
419,74 80 11 92 72
420,11 44 36 95 29
421,27 95 77 83 23
422,26 42 92 85 63
423,69 62 3 35 95
424,32 32 43 32 44
425,85 22 85 62 24
426,43 69 9 48 22
427,83 59 6 47 74
428,94 1 8 74 13
429,33 49 27 89 92
430,79 70 28 73 30
431,79 31 18 88 17
432,10 89 64 16 52
433,88 6 65 17 16
434,85 19 37 15 98
435,41 29 61 92 25
436,12 69 59 73 14
437,27 66 57 12 33
438,14 92 0 84 89
439,16 80 95 50 17
440,63 70 97 7 20
441,56 0 78 35 79
442,3 65 79 82 56
443,59 76 95 25 5
444,45 20 78 18 93
445,6 75 73 26 79
446,23 66 29 27 15
447,71 13 27 30 5
448,57 34 41 76 2
449,73 64 1 39 92
450,50 53 2 18 21
451,79 70 85 70 57
452,38 1 95 6 62
453,65 51 98 97 64
454,95 84 96 99 47
455,4 79 31 66 82
456,69 0 93 75 72
457,5 13 74 6 83
458,68 46 11 29 62
459,28 29 26 18 49
460,11 5 11 39 51
461,49 76 65 59 70
462,38 63 20 31 91
463,14 73 44 52 77
464,11 57 83 90 6
465,23 55 94 59 29
466,22 26 0 57 5
467,1 63 43 8 10
468,90 97 74 80 18
469,86 22 66 62 96
470,54 75 67 26 10
471,41 99 41 22 52
472,7 50 59 42 71
473,15 41 50 82 11
474,72 23 60 35 14
475,68 1 24 23 4
476,85 61 19 57 59
477,76 52 68 27 74
478,57 64 84 22 36
479,82 44 12 68 10
480,64 81 25 67 9
481,36 13 93 52 34
482,21 89 59 62 98
483,6 66 47 5 93
484,10 18 43 75 86
485,81 2 95 82 73
486,32 16 84 60 40
487,45 81 67 19 44
488,49 99 82 46 2
489,44 68 45 57 79
490,97 49 82 44 11
491,8 41 49 69 31
492,96 45 12 90 92
493,25 96 49 83 91
494,44 38 57 70 30
495,13 93 23 38 76
496,63 53 91 56 88
497,46 22 79 60 51
498,45 89 85 75 67
499,48 68 74 97 34
500,97 93 51 19 38
501,19 83 34 37 78
502,16 36 99 60 33
503,8 27 29 40 44
504,55 39 62 88 16
505,99 31 25 22 50
506,19 96 47 80 46
507,98 36 85 61 41
508,56 46 92 2 23
509,36 36 86 89 24
510,6 24 16 37 70
511,34 78 0 26 35
512,1 6 35 66 48
513,11 87 55 17 4
514,7 27 49 27 1
515,81 85 47 43 64
516,53 7 13 1 77
517,92 55 2 54 46
518,12 37 36 39 88
519,98 95 49 99 59
520,51 90 30 46 59
521,45 55 83 37 18
522,91 48 38 6 59
523,84 51 55 18 64
524,86 73 91 9 41
525,93 14 13 13 6
526,38 77 64 37 11
527,25 35 23 21 79
528,82 60 79 87 28
529,78 0 61 33 92
530,38 42 57 10 23
531,2 21 32 73 48
532,43 81 18 60 96
533,58 83 25 10 58
534,57 11 87 26 1
535,91 1 39 30 6
536,29 90 58 91 3
537,78 37 25 17 15
538,18 47 48 60 47
539,67 60 48 15 36
540,12 52 44 6 44
541,47 89 84 37 34
542,75 83 64 80 27
543,45 16 77 39 6
544,56 4 64 96 79
545,82 6 1 53 27
546,3 34 51 52 99
547,93 73 46 27 1
548,78 95 32 24 80
549,80 61 26 90 66
550,90 36 45 43 32
551,96 24 77 81 49
552,62 1 93 81 51
553,29 89 24 80 50
554,32 60 78 11 53
555,75 26 64 85 75
556,15 89 12 11 65
557,12 97 99 90 84
558,54 31 72 27 44
559,5 41 66 31 11
560,29 71 14 7 41
561,5 97 41 2 30
562,99 44 55 21 90
563,63 46 28 20 86
564,51 80 42 44 75
565,76 33 57 10 34
566,84 71 86 60 69
567,51 11 17 26 38
568,38 29 40 83 77
569,66 9 93 18 97
570,40 64 57 22 62
571,96 30 37 17 24
572,33 81 8 83 33
573,48 19 55 38 17
574,56 56 42 84 39
575,0 64 37 10 82
576,28 93 9 45 17
577,42 60 3 5 52
578,31 47 13 86 61
579,92 33 88 78 34
580,1 19 72 95 30
581,72 6 20 74 18
582,5 77 84 80 32
583,75 56 7 88 40
584,73 58 18 28 92
585,38 21 40 64 16
586,62 57 98 1 92
587,77 85 43 90 99
588,26 31 94 31 43
589,7 13 20 86 45
590,52 1 19 68 87
591,46 88 80 75 29
592,19 15 43 33 20
593,57 45 89 14 49
594,21 41 30 50 63
595,58 95 91 40 88
596,40 91 17 97 19
597,90 92 24 88 97
598,34 44 44 53 64
599,93 64 42 19 80
600,14 2 33 0 29
601,12 10 70 20 89
602,19 24 0 62 88
603,82 44 12 97 46
604,59 71 46 66 88
605,5 82 52 30 71
606,23 51 66 8 97
607,85 73 83 72 36
608,35 94 98 88 80
609,80 98 21 6 95
610,49 50 74 54 4
611,12 40 40 61 4
612,26 2 45 67 69
613,92 5 92 47 59
614,19 53 85 43 74
615,87 3 6 12 81
616,44 88 2 69 22
617,8 38 38 49 77
618,84 17 57 7 32
619,11 86 83 32 55
620,33 0 21 97 76
621,88 69 32 43 28
622,82 77 74 85 69
623,40 60 29 39 68
624,45 79 10 92 57
625,55 7 17 15 81
626,55 95 51 79 63
627,51 53 30 52 75
628,31 11 39 31 38
629,22 77 51 19 54
630,45 6 87 57 43
631,95 92 21 42 54
632,30 31 85 53 60
633,96 43 79 16 36
634,53 57 82 69 32
635,22 59 35 89 64
636,21 7 1 61 6
637,70 81 73 77 79
638,12 85 92 69 97
639,53 42 96 29 57
640,13 61 0 11 57
641,0 21 31 19 50
642,52 3 26 21 55
643,5 58 47 33 54
644,54 42 24 69 12
645,69 69 14 28 18
646,64 62 24 31 43
647,28 21 22 17 31
648,90 80 95 18 79
649,64 47 16 44 31
650,57 84 47 53 41
651,27 94 21 62 48
652,22 38 6 71 61
653,83 56 64 95 76
654,56 37 17 75 64
655,13 75 61 53 55
656,45 6 70 83 16
657,38 80 95 40 50
658,73 33 36 53 45
659,19 24 74 36 89
660,24 99 14 36 45
661,28 33 64 20 58
662,57 25 16 12 27
663,18 8 64 89 45
664,4 52 90 92 93
665,79 18 30 16 16
666,42 91 24 55 9
667,75 82 60 96 73
668,8 59 91 72 71
669,73 11 79 44 87
670,82 88 1 44 74
671,97 35 13 36 49
672,87 59 8 11 99
673,44 81 32 16 33
674,89 72 76 12 35
675,98 47 25 44 96
676,89 91 35 87 68
677,21 54 34 67 92
678,70 5 47 19 45
679,82 79 90 39 11
680,19 45 0 18 19
681,24 84 70 80 61
682,97 96 22 54 35
683,94 69 51 0 78
684,19 52 57 89 94
685,91 38 88 56 58
686,6 96 14 91 4
687,58 18 93 28 51
688,99 75 41 41 54
689,89 84 37 34 50
690,43 22 26 50 24
691,8 58 67 40 66
692,9 70 81 59 75
693,76 89 27 81 18
694,84 69 67 94 34
695,18 48 22 4 38
696,55 62 53 62 62
697,52 55 63 38 24
698,63 73 91 34 99
699,33 60 96 92 71
700,58 92 60 24 3
701,76 83 98 39 92
702,68 49 92 77 74
703,4 64 16 85 60
704,98 23 3 77 89
705,58 99 85 3 71
706,63 84 13 15 58
707,32 32 6 50 42
708,52 97 52 27 37
709,89 6 47 33 75
710,33 9 84 66 29
711,57 84 78 66 82
712,47 83 95 17 3
713,55 63 24 58 7
714,41 91 41 45 77
715,54 52 28 57 15
716,37 9 19 44 60
717,66 50 63 21 9
718,85 66 24 25 45
719,10 26 41 83 1
720,6 2 58 66 85
721,14 14 66 37 54
722,69 21 66 16 10
723,14 75 26 67 27
724,3 90 0 12 23
725,5 17 66 28 58
726,38 47 10 3 34
727,11 10 47 76 90
728,25 50 73 46 37
729,19 34 30 48 75
730,86 88 24 99 45
731,17 40 99 54 99
732,16 79 42 9 4
733,10 93 32 37 69
734,21 4 90 69 26
735,22 5 55 92 32
736,85 30 36 59 26
737,37 27 64 16 5
738,84 33 93 46 13
739,66 84 6 71 89
740,58 10 2 30 91
741,15 90 88 6 70
742,88 32 81 81 34
743,97 16 93 41 90
744,86 89 94 14 5
745,96 92 37 72 3
746,10 3 79 72 71
747,70 31 78 96 9
748,26 42 89 59 6
749,32 83 70 62 73
750,5 64 79 98 76
751,13 64 31 62 51
752,27 17 40 31 0
753,64 83 50 25 17
754,42 37 16 94 61
755,29 48 41 68 73
756,84 82 10 17 72
757,39 9 37 5 86
758,78 69 61 59 38
759,65 26 83 27 95
760,39 58 6 12 39
761,75 36 86 64 29
762,36 88 23 31 63
763,30 90 76 36 33
764,2 6 70 36 18
765,44 34 53 41 83
766,29 75 63 95 96
767,16 56 44 30 0
768,85 46 74 32 53
769,6 1 61 86 93
770,37 68 62 22 77
771,11 21 73 90 16
772,40 30 60 67 16
773,58 99 12 5 91
774,84 59 65 91 88
775,21 85 12 30 16
776,59 14 33 2 45
777,84 83 22 67 83
778,85 35 4 75 61
779,48 18 84 84 47
780,61 23 62 47 38
781,54 12 14 41 62
782,15 97 50 31 24
783,59 24 60 71 11
784,34 88 13 36 74
785,30 88 11 40 56
786,60 24 30 84 95
787,33 33 49 66 35
788,27 51 14 99 50
789,89 16 23 1 31
790,96 49 65 79 44
791,20 52 84 35 22
792,94 56 51 9 8
793,40 17 5 92 82
794,36 52 91 12 47
795,63 89 55 3 13
796,67 78 3 45 98
797,49 74 64 95 35
798,19 62 44 92 73
799,31 21 49 75 14
800,34 32 68 19 20
801,90 42 93 41 1
802,8 74 17 96 69
803,93 15 87 42 1
804,94 18 74 37 22
805,6 58 21 76 29
806,44 57 85 22 26
807,68 3 23 97 68
808,50 36 26 63 60
809,6 78 50 49 86
810,58 89 14 90 41
811,88 93 42 81 26
812,90 86 19 30 58
813,73 32 72 23 43
814,36 68 48 86 90
815,3 55 50 37 96
816,58 72 74 12 13
817,82 77 38 45 76
818,40 40 80 9 71
819,96 72 8 64 46
820,58 98 0 54 88
821,72 6 67 95 27
822,20 26 24 93 82
823,41 80 63 27 48
824,84 0 43 72 62
825,19 63 45 61 34
826,60 85 57 48 77
827,15 2 16 76 26
828,72 13 15 70 63
829,23 72 63 91 52
830,53 34 12 11 82
831,53 41 25 36 63
832,59 72 91 43 31
833,8 56 18 30 54
834,93 56 66 92 78
835,98 56 51 97 11
836,90 91 59 36 47
837,54 85 82 78 33
838,69 30 11 66 70
839,44 97 7 39 36
840,69 65 58 61 91
841,7 48 37 32 65
842,10 8 39 25 48
843,19 79 54 31 98
844,44 4 76 47 63
845,29 10 18 45 96
846,31 11 60 75 38
847,75 86 95 93 19
848,37 0 76 27 10
849,53 50 33 84 89
850,90 38 70 77 6
851,44 46 19 85 19
852,88 50 28 87 61
853,94 65 56 68 81
854,13 95 17 34 99
855,55 79 35 4 61
856,12 64 20 96 23
857,0 74 61 94 94
858,39 47 57 80 3
859,15 36 62 90 64
860,15 16 22 58 96
861,91 76 49 7 9
862,19 32 92 63 30
863,1 66 61 91 66
864,75 94 65 85 31
865,14 17 70 45 92
866,50 94 75 32 2
867,69 95 1 40 46
868,35 60 67 69 41
869,18 68 16 9 66
870,7 23 98 19 60
871,74 68 27 40 23
872,63 58 12 1 12
873,24 2 75 94 76
874,36 86 45 53 73
875,19 66 79 25 42
876,31 98 11 78 44
877,12 71 70 46 38
878,63 94 86 46 96
879,66 84 83 87 91
880,11 14 47 46 44
881,83 87 70 15 38
882,30 22 72 45 74
883,27 14 69 39 89
884,75 29 70 79 92
885,76 44 92 40 83
886,32 82 36 67 11
887,37 17 20 13 17
888,41 12 99 34 65
889,3 65 24 47 15
890,17 16 3 35 76
891,23 69 36 91 67
892,93 2 61 72 90
893,73 55 21 23 25
894,94 84 88 57 53
895,40 93 62 93 87
896,18 59 32 50 83
897,49 56 24 83 12
898,24 41 11 58 55
899,3 81 21 48 54
900,3 31 6 50 4
901,67 64 3 8 17
902,42 18 59 68 45
903,39 95 9 69 78
904,80 21 82 3 52
905,41 1 99 64 71
906,4 5 75 81 56
907,76 24 15 94 73
908,50 75 49 48 53
909,81 58 88 73 41
910,47 83 11 21 85
911,74 94 68 41 4
912,13 88 89 58 57
913,49 76 74 6 83
914,7 72 75 39 8
915,5 23 2 39 40
916,89 68 2 74 30
917,48 22 95 27 52
918,1 21 25 4 96
919,39 64 52 89 5
920,30 12 3 81 45
921,5 84 0 40 67
922,16 63 51 82 94
923,32 36 26 4 46
924,41 94 23 54 96
925,87 0 17 39 24
926,13 94 79 41 71
927,86 60 17 57 47
928,78 72 21 46 35
929,66 49 56 44 84
930,64 60 91 50 4
931,82 57 30 82 78
932,31 51 24 71 62
933,33 55 27 86 29
934,68 39 0 10 42
935,61 40 9 69 80
936,39 85 48 22 48
937,5 73 2 30 31
938,79 85 96 61 69
939,9 53 73 65 42
940,53 47 88 60 4
941,1 7 69 96 89
942,45 60 53 24 5
943,96 87 14 34 80
944,26 24 82 34 50
945,49 28 52 73 80
946,16 34 31 29 39
947,64 57 45 59 99
948,70 79 4 43 41
949,59 14 10 2 61
950,34 6 98 67 15
951,23 50 56 34 24
952,6 53 98 23 1
953,57 52 50 78 98
954,30 80 45 40 28
955,10 62 3 54 16
956,40 88 45 59 43
957,90 88 51 28 10
958,35 16 39 54 67
959,14 74 79 29 81
960,35 16 24 62 31
961,3 47 49 8 59
962,74 5 7 74 44
963,67 25 1 49 16
964,87 61 17 28 25
965,26 2 62 29 72
966,3 29 22 26 6
967,84 69 37 51 60
968,51 39 74 27 78
969,28 86 3 97 21
970,67 68 4 79 52
971,83 26 8 98 0
972,31 78 56 23 11
973,94 84 23 30 85
974,19 76 2 57 15
975,64 54 34 83 69
976,3 62 35 83 58
977,32 70 10 61 54
978,62 16 16 35 56
979,82 82 25 33 55
980,12 85 90 8 59
981,1 81 36 54 42
982,82 47 54 46 71
983,12 91 38 7 62
984,88 35 77 75 88
985,42 96 93 39 40
986,40 96 99 44 38
987,71 44 30 98 29
988,60 1 11 51 45
989,42 80 23 98 15
990,53 44 63 73 65
991,4 88 78 27 50
992,61 40 1 87 82
993,67 14 38 13 23
994,36 26 21 68 16
995,23 62 5 76 15
996,0 36 57 99 93
997,27 63 42 6 24
998,75 62 10 40 61
999,36 77 4 74 6
1000,16 60 7 63 82
1001,10 86 31 90 66
1002,82 85 12 7 1
1003,90 30 80 5 84
1004,33 3 62 31 1
1005,5 72 20 19 85
1006,83 98 69 84 43
1007,36 94 97 74 77
1008,67 77 39 47 52
1009,11 40 53 63 45
1010,40 86 22 53 26
1011,42 46 62 32 11
1012,89 8 80 12 48
1013,21 83 88 50 2
1014,59 60 24 37 54
1015,51 78 20 1 68
1016,40 17 72 88 43
1017,40 77 75 26 67
1018,21 11 45 40 54
1019,65 89 40 50 48
1020,90 85 77 11 26
1021,73 82 29 99 58
1022,46 85 98 50 70
1023,15 2 21 9 38
1024,52 75 40 78 26
1025,28 60 13 99 26
1026,10 70 15 3 93
1027,10 59 52 44 50
1028,16 43 91 42 31
1029,77 32 92 91 43
1030,21 44 52 89 2
1031,83 32 37 10 55
1032,24 84 52 10 49
1033,10 14 43 91 16
1034,72 25 64 52 88
1035,51 58 60 87 77
1036,78 19 92 59 97
1037,81 30 59 79 83
1038,2 30 74 76 48
1039,89 52 50 27 86
1040,49 51 74 85 92
1041,4 6 22 6 68
1042,37 88 75 36 59
1043,97 5 70 24 26
1044,51 25 85 63 63
1045,78 20 18 15 44
1046,59 76 30 73 83
1047,92 21 11 82 84
1048,51 46 42 26 42
1049,77 15 28 4 10
1050,89 16 40 29 25
1051,34 92 32 87 75
1052,39 71 91 58 56
1053,84 95 22 81 4
1054,72 67 54 45 72
1055,6 22 16 36 83
1056,80 75 89 61 49
1057,38 59 74 66 34
1058,90 91 80 44 99
1059,65 28 90 86 50
1060,7 84 35 19 45
1061,95 12 18 63 10
1062,20 82 57 71 20
1063,61 77 45 7 93
1064,2 70 92 79 95
1065,15 87 76 2 86
1066,1 38 53 6 6
1067,82 88 30 3 77
1068,19 26 56 7 94
1069,84 46 7 55 46
1070,0 77 13 97 45
1071,63 14 23 40 43
1072,2 2 89 49 42
1073,49 32 13 2 79
1074,62 3 36 35 68
1075,88 48 31 58 44
1076,37 8 3 6 87
1077,82 35 5 55 49
1078,76 72 43 13 74
1079,43 16 97 36 66
1080,46 69 43 80 43
1081,80 5 41 89 22
1082,8 12 8 56 64
1083,2 74 76 36 30
1084,92 71 69 85 77
1085,83 41 41 56 85
1086,50 90 51 56 1
1087,42 74 46 82 31
1088,21 48 21 96 6
1089,59 62 63 21 9
1090,74 8 71 70 58
1091,39 88 23 10 21
1092,61 28 3 30 15
1093,84 77 2 58 97
1094,47 58 0 11 39
1095,76 5 38 74 63
1096,58 6 59 51 18
1097,54 19 6 25 61
1098,59 55 41 36 80
1099,74 35 75 66 29
1100,14 72 68 34 91
1101,57 83 53 74 58
1102,96 44 88 7 66
1103,54 99 74 19 23
1104,90 99 59 12 61
1105,65 91 14 47 14
1106,13 68 65 17 60
1107,17 8 25 9 46
1108,81 30 1 83 1
1109,33 86 46 15 41
1110,46 52 50 81 23
1111,10 43 30 28 89
1112,10 19 18 11 51
1113,81 91 86 15 22
1114,91 50 75 23 85
1115,2 40 38 67 68
1116,28 8 60 4 32
1117,93 36 96 8 95
1118,38 54 61 18 44
1119,59 50 79 31 11
1120,91 27 95 43 45
1121,48 14 34 53 21
1122,25 54 32 89 34
1123,56 48 43 46 14
1124,69 26 34 15 96
1125,45 15 75 25 96
1126,44 4 75 63 87
1127,32 97 31 42 62
1128,84 28 71 54 19
1129,48 7 6 55 8
1130,39 7 5 23 86
1131,38 47 47 57 86
1132,57 37 29 60 73
1133,47 56 33 25 21
1134,32 70 87 74 67
1135,38 99 87 20 95
1136,80 23 84 45 10
1137,33 4 47 76 13
1138,78 46 22 89 19
1139,11 19 81 23 28
1140,1 69 15 98 19
1141,46 61 82 37 97
1142,20 89 58 57 93
1143,18 41 28 80 36
1144,71 53 47 34 68
1145,13 8 1 84 53
1146,49 79 27 3 79
1147,63 37 91 29 69
1148,54 25 64 61 32
1149,31 30 93 49 88
1150,63 0 30 3 31
1151,8 28 74 66 14
