id,hotel_cluster
162,101 101 9 101 101
163,101 101 9 101 101
164,101 101 20 101 101
165,101 101 90 101 101
166,101 101 82 101 101
167,101 101 43 101 101
168,101 101 8 101 101
169,101 101 43 101 101
170,101 101 99 101 101
171,101 101 8 101 101
172,101 101 38 101 101
173,101 101 25 101 101
174,101 101 50 101 101
175,101 101 67 101 101
176,101 101 35 101 101
177,101 101 20 101 101
178,101 101 57 101 101
179,101 101 8 101 101
180,101 101 8 101 101
181,101 101 99 101 101
182,101 101 22 101 101
183,101 101 25 101 101
184,101 101 64 101 101
185,101 101 99 101 101
186,101 101 64 101 101
187,101 101 64 101 101
188,101 101 38 101 101
189,101 101 30 101 101
190,101 101 95 101 101
191,101 101 99 101 101
192,101 101 99 101 101
193,101 101 22 101 101
194,101 101 8 101 101
195,101 101 16 101 101
196,101 101 8 101 101
197,101 101 78 101 101
198,101 101 60 101 101
199,101 101 82 101 101
200,101 101 8 101 101
201,101 101 43 101 101
202,101 101 43 101 101
203,101 101 29 101 101
204,101 101 36 101 101
205,101 101 21 101 101
206,101 101 8 101 101
207,101 101 8 101 101
208,101 101 35 101 101
209,101 101 99 101 101
210,101 101 11 101 101
211,101 101 10 101 101
212,101 101 10 101 101
213,101 101 10 101 101
214,101 101 99 101 101
215,101 101 99 101 101
216,101 101 99 101 101
217,101 101 8 101 101
218,101 101 8 101 101
219,101 101 8 101 101
220,101 101 36 101 101
221,101 101 36 101 101
222,101 101 36 101 101
223,101 101 36 101 101
224,101 101 11 101 101
225,101 101 22 101 101
226,101 101 64 101 101
227,101 101 97 101 101
228,101 101 11 101 101
229,101 101 36 101 101
230,101 101 11 101 101
231,101 101 36 101 101
232,101 101 37 101 101
233,101 101 8 101 101
234,101 101 22 101 101
235,101 101 2 101 101
236,101 101 8 101 101
237,101 101 59 101 101
238,101 101 36 101 101
239,101 101 8 101 101
240,101 101 62 101 101
241,101 101 36 101 101
242,101 101 78 101 101
243,101 101 85 101 101
244,101 101 29 101 101
245,101 101 85 101 101
246,101 101 5 101 101
247,101 101 85 101 101
248,101 101 36 101 101
249,101 101 36 101 101
250,101 101 99 101 101
251,101 101 99 101 101
252,101 101 64 101 101
253,101 101 64 101 101
254,101 101 64 101 101
255,101 101 22 101 101
256,101 101 8 101 101
257,101 101 8 101 101
258,101 101 8 101 101
259,101 101 8 101 101
260,101 101 8 101 101
261,101 101 22 101 101
262,101 101 8 101 101
263,101 101 89 101 101
264,101 101 99 101 101
265,101 101 35 101 101
266,101 101 10 101 101
267,101 101 10 101 101
268,101 101 10 101 101
269,101 101 8 101 101
270,101 101 35 101 101
271,101 101 35 101 101
272,101 101 73 101 101
273,101 101 8 101 101
274,101 101 8 101 101
275,101 101 99 101 101
276,101 101 99 101 101
277,101 101 99 101 101
278,101 101 81 101 101
279,101 101 8 101 101
280,101 101 22 101 101
281,101 101 58 101 101
282,101 101 99 101 101
283,101 101 78 101 101
284,101 101 22 101 101
285,101 101 78 101 101
286,101 101 22 101 101
287,101 101 43 101 101
288,101 101 8 101 101
289,101 101 8 101 101
290,101 101 99 101 101
291,101 101 22 101 101
292,101 101 22 101 101
293,101 101 36 101 101
294,101 101 62 101 101
295,101 101 62 101 101
296,101 101 83 101 101
297,101 101 5 101 101
298,101 101 59 101 101
299,101 101 89 101 101
300,101 101 78 101 101
301,101 101 36 101 101
302,101 101 78 101 101
303,101 101 36 101 101
304,101 101 36 101 101
305,101 101 78 101 101
306,101 101 78 101 101
307,101 101 78 101 101
308,101 101 35 101 101
309,101 101 5 101 101
310,101 101 8 101 101
311,101 101 8 101 101
312,101 101 14 101 101
313,101 101 10 101 101
314,101 101 51 101 101
315,101 101 67 101 101
316,101 101 2 101 101
317,101 101 81 101 101
318,101 101 10 101 101
319,101 101 43 101 101
320,101 101 99 101 101
321,101 101 8 101 101
322,101 101 22 101 101
323,101 101 22 101 101
324,101 101 22 101 101
325,101 101 43 101 101
326,101 101 22 101 101
327,101 101 58 101 101
328,101 101 8 101 101
329,101 101 22 101 101
330,101 101 22 101 101
331,101 101 8 101 101
332,101 101 8 101 101
333,101 101 36 101 101
334,101 101 14 101 101
335,101 101 22 101 101
336,101 101 99 101 101
337,101 101 81 101 101
338,101 101 78 101 101
339,101 101 62 101 101
340,101 101 8 101 101
341,101 101 15 101 101
342,101 101 8 101 101
343,101 101 8 101 101
344,101 101 8 101 101
345,101 101 43 101 101
346,101 101 15 101 101
347,101 101 82 101 101
348,101 101 99 101 101
349,101 101 99 101 101
350,101 101 15 101 101
351,101 101 15 101 101
352,101 101 15 101 101
353,101 101 36 101 101
354,101 101 10 101 101
355,101 101 57 101 101
356,101 101 35 101 101
357,101 101 89 101 101
358,101 101 89 101 101
359,101 101 89 101 101
360,101 101 14 101 101
361,101 101 30 101 101
362,101 101 81 101 101
363,101 101 8 101 101
364,101 101 40 101 101
365,101 101 57 101 101
366,101 101 62 101 101
367,101 101 62 101 101
368,101 101 18 101 101
369,101 101 91 101 101
370,101 101 91 101 101
371,101 101 91 101 101
372,101 101 91 101 101
373,101 101 45 101 101
374,101 101 10 101 101
375,101 101 10 101 101
376,101 101 84 101 101
377,101 101 10 101 101
378,101 101 10 101 101
379,101 101 54 101 101
380,101 101 54 101 101
381,101 101 77 101 101
382,101 101 54 101 101
383,101 101 54 101 101
384,101 101 54 101 101
385,101 101 54 101 101
386,101 101 77 101 101
387,101 101 54 101 101
388,101 101 54 101 101
389,101 101 54 101 101
390,101 101 54 101 101
391,101 101 54 101 101
392,101 101 77 101 101
393,101 101 54 101 101
394,101 101 76 101 101
395,101 101 17 101 101
396,101 101 54 101 101
397,101 101 54 101 101
398,101 101 54 101 101
399,101 101 54 101 101
400,101 101 54 101 101
401,101 101 54 101 101
402,101 101 54 101 101
403,101 101 49 101 101
404,101 101 54 101 101
405,101 101 54 101 101
406,101 101 17 101 101
407,101 101 42 101 101
408,101 101 42 101 101
409,101 101 42 101 101
410,101 101 42 101 101
411,101 101 32 101 101
412,101 101 32 101 101
413,101 101 7 101 101
414,101 101 7 101 101
415,101 101 68 101 101
416,101 101 40 101 101
417,101 101 83 101 101
418,101 101 83 101 101
419,101 101 37 101 101
420,101 101 83 101 101
421,101 101 83 101 101
422,101 101 72 101 101
423,101 101 18 101 101
424,101 101 50 101 101
425,101 101 18 101 101
426,101 101 7 101 101
427,101 101 76 101 101
428,101 101 5 101 101
429,101 101 37 101 101
430,101 101 37 101 101
431,101 101 37 101 101
432,101 101 51 101 101
433,101 101 30 101 101
434,101 101 30 101 101
435,101 101 30 101 101
436,101 101 30 101 101
437,101 101 30 101 101
438,101 101 30 101 101
439,101 101 30 101 101
440,101 101 30 101 101
441,101 101 30 101 101
442,101 101 45 101 101
443,101 101 24 101 101
444,101 101 24 101 101
445,101 101 45 101 101
446,101 101 24 101 101
447,101 101 24 101 101
448,101 101 88 101 101
449,101 101 1 101 101
450,101 101 45 101 101
451,101 101 45 101 101
452,101 101 24 101 101
453,101 101 24 101 101
454,101 101 24 101 101
455,101 101 24 101 101
456,101 101 24 101 101
457,101 101 24 101 101
458,101 101 45 101 101
459,101 101 45 101 101
460,101 101 88 101 101
461,101 101 24 101 101
462,101 101 24 101 101
463,101 101 24 101 101
464,101 101 24 101 101
465,101 101 24 101 101
466,101 101 88 101 101
467,101 101 84 101 101
468,101 101 45 101 101
469,101 101 79 101 101
470,101 101 45 101 101
471,101 101 9 101 101
472,101 101 68 101 101
473,101 101 83 101 101
474,101 101 72 101 101
475,101 101 72 101 101
476,101 101 4 101 101
477,101 101 39 101 101
478,101 101 9 101 101
479,101 101 4 101 101
480,101 101 40 101 101
481,101 101 98 101 101
482,101 101 41 101 101
483,101 101 10 101 101
484,101 101 47 101 101
485,101 101 41 101 101
486,101 101 39 101 101
487,101 101 19 101 101
488,101 101 72 101 101
489,101 101 18 101 101
490,101 101 70 101 101
491,101 101 33 101 101
492,101 101 41 101 101
493,101 101 70 101 101
494,101 101 72 101 101
495,101 101 72 101 101
496,101 101 91 101 101
497,101 101 33 101 101
498,101 101 21 101 101
499,101 101 18 101 101
500,101 101 41 101 101
501,101 101 72 101 101
502,101 101 70 101 101
503,101 101 72 101 101
504,101 101 18 101 101
505,101 101 72 101 101
506,101 101 48 101 101
507,101 101 4 101 101
508,101 101 9 101 101
509,101 101 41 101 101
510,101 101 41 101 101
511,101 101 48 101 101
512,101 101 33 101 101
513,101 101 37 101 101
514,101 101 41 101 101
515,101 101 4 101 101
516,101 101 41 101 101
517,101 101 41 101 101
518,101 101 69 101 101
519,101 101 16 101 101
520,101 101 4 101 101
521,101 101 18 101 101
522,101 101 39 101 101
523,101 101 4 101 101
524,101 101 9 101 101
525,101 101 18 101 101
526,101 101 93 101 101
527,101 101 21 101 101
528,101 101 98 101 101
529,101 101 0 101 101
530,101 101 34 101 101
531,101 101 28 101 101
532,101 101 70 101 101
533,101 101 38 101 101
534,101 101 28 101 101
535,101 101 4 101 101
536,101 101 68 101 101
537,101 101 72 101 101
538,101 101 97 101 101
539,101 101 18 101 101
540,101 101 33 101 101
541,101 101 41 101 101
542,101 101 41 101 101
543,101 101 84 101 101
544,101 101 41 101 101
545,101 101 18 101 101
546,101 101 19 101 101
547,101 101 41 101 101
548,101 101 18 101 101
549,101 101 48 101 101
550,101 101 91 101 101
551,101 101 19 101 101
552,101 101 68 101 101
553,101 101 38 101 101
554,101 101 80 101 101
555,101 101 63 101 101
556,101 101 41 101 101
557,101 101 72 101 101
558,101 101 72 101 101
559,101 101 18 101 101
560,101 101 5 101 101
561,101 101 37 101 101
562,101 101 98 101 101
563,101 101 97 101 101
564,101 101 97 101 101
565,101 101 18 101 101
566,101 101 95 101 101
567,101 101 37 101 101
568,101 101 91 101 101
569,101 101 51 101 101
570,101 101 83 101 101
571,101 101 28 101 101
572,101 101 28 101 101
573,101 101 80 101 101
574,101 101 94 101 101
575,101 101 96 101 101
576,101 101 34 101 101
577,101 101 37 101 101
578,101 101 91 101 101
579,101 101 41 101 101
580,101 101 41 101 101
581,101 101 97 101 101
582,101 101 84 101 101
583,101 101 28 101 101
584,101 101 28 101 101
585,101 101 91 101 101
586,101 101 39 101 101
587,101 101 83 101 101
588,101 101 95 101 101
589,101 101 91 101 101
590,101 101 41 101 101
591,101 101 28 101 101
592,101 101 41 101 101
593,101 101 41 101 101
594,101 101 37 101 101
595,101 101 37 101 101
596,101 101 72 101 101
597,101 101 18 101 101
598,101 101 18 101 101
599,101 101 18 101 101
600,101 101 18 101 101
601,101 101 18 101 101
602,101 101 68 101 101
603,101 101 95 101 101
604,101 101 95 101 101
605,101 101 95 101 101
606,101 101 95 101 101
607,101 101 19 101 101
608,101 101 70 101 101
609,101 101 21 101 101
610,101 101 21 101 101
611,101 101 48 101 101
612,101 101 55 101 101
613,101 101 4 101 101
614,101 101 34 101 101
615,101 101 18 101 101
616,101 101 17 101 101
617,101 101 28 101 101
618,101 101 37 101 101
619,101 101 77 101 101
620,101 101 55 101 101
621,101 101 41 101 101
622,101 101 17 101 101
623,101 101 72 101 101
624,101 101 84 101 101
625,101 101 13 101 101
626,101 101 91 101 101
627,101 101 41 101 101
628,101 101 41 101 101
629,101 101 18 101 101
630,101 101 41 101 101
631,101 101 51 101 101
632,101 101 13 101 101
633,101 101 21 101 101
634,101 101 90 101 101
635,101 101 94 101 101
636,101 101 63 101 101
637,101 101 84 101 101
638,101 101 17 101 101
639,101 101 18 101 101
640,101 101 5 101 101
641,101 101 19 101 101
642,101 101 37 101 101
643,101 101 0 101 101
644,101 101 21 101 101
645,101 101 98 101 101
646,101 101 98 101 101
647,101 101 95 101 101
648,101 101 68 101 101
649,101 101 55 101 101
650,101 101 19 101 101
651,101 101 49 101 101
652,101 101 37 101 101
653,101 101 37 101 101
654,101 101 68 101 101
655,101 101 68 101 101
656,101 101 55 101 101
657,101 101 75 101 101
658,101 101 95 101 101
659,101 101 95 101 101
660,101 101 37 101 101
661,101 101 22 101 101
662,101 101 25 101 101
663,101 101 97 101 101
664,101 101 93 101 101
665,101 101 93 101 101
666,101 101 18 101 101
667,101 101 91 101 101
668,101 101 18 101 101
669,101 101 69 101 101
670,101 101 75 101 101
671,101 101 41 101 101
672,101 101 96 101 101
673,101 101 41 101 101
674,101 101 83 101 101
675,101 101 91 101 101
676,101 101 41 101 101
677,101 101 33 101 101
678,101 101 41 101 101
679,101 101 41 101 101
680,101 101 83 101 101
681,101 101 41 101 101
682,101 101 70 101 101
683,101 101 21 101 101
684,101 101 96 101 101
685,101 101 70 101 101
686,101 101 73 101 101
687,101 101 68 101 101
688,101 101 84 101 101
689,101 101 91 101 101
690,101 101 91 101 101
691,101 101 70 101 101
692,101 101 70 101 101
693,101 101 96 101 101
694,101 101 70 101 101
695,101 101 21 101 101
696,101 101 96 101 101
697,101 101 70 101 101
698,101 101 21 101 101
699,101 101 70 101 101
700,101 101 96 101 101
701,101 101 91 101 101
702,101 101 69 101 101
703,101 101 41 101 101
704,101 101 75 101 101
705,101 101 84 101 101
706,101 101 83 101 101
707,101 101 17 101 101
708,101 101 91 101 101
709,101 101 84 101 101
710,101 101 68 101 101
711,101 101 70 101 101
712,101 101 41 101 101
713,101 101 41 101 101
714,101 101 96 101 101
715,101 101 33 101 101
716,101 101 91 101 101
717,101 101 18 101 101
718,101 101 70 101 101
719,101 101 91 101 101
720,101 101 41 101 101
721,101 101 41 101 101
722,101 101 41 101 101
723,101 101 41 101 101
724,101 101 21 101 101
725,101 101 46 101 101
726,101 101 30 101 101
727,101 101 38 101 101
728,101 101 67 101 101
729,101 101 20 101 101
730,101 101 44 101 101
731,101 101 53 101 101
732,101 101 78 101 101
733,101 101 25 101 101
734,101 101 44 101 101
735,101 101 25 101 101
736,101 101 98 101 101
737,101 101 97 101 101
738,101 101 98 101 101
739,101 101 98 101 101
740,101 101 30 101 101
741,101 101 3 101 101
742,101 101 30 101 101
743,101 101 3 101 101
744,101 101 99 101 101
745,101 101 12 101 101
746,101 101 12 101 101
747,101 101 12 101 101
748,101 101 86 101 101
749,101 101 57 101 101
750,101 101 82 101 101
751,101 101 81 101 101
752,101 101 62 101 101
753,101 101 62 101 101
754,101 101 19 101 101
755,101 101 56 101 101
756,101 101 20 101 101
757,101 101 38 101 101
758,101 101 8 101 101
759,101 101 8 101 101
760,101 101 82 101 101
761,101 101 82 101 101
762,101 101 68 101 101
763,101 101 68 101 101
764,101 101 68 101 101
765,101 101 25 101 101
766,101 101 82 101 101
767,101 101 82 101 101
768,101 101 82 101 101
769,101 101 71 101 101
770,101 101 1 101 101
771,101 101 91 101 101
772,101 101 40 101 101
773,101 101 1 101 101
774,101 101 1 101 101
775,101 101 91 101 101
776,101 101 91 101 101
777,101 101 15 101 101
778,101 101 64 101 101
779,101 101 64 101 101
780,101 101 46 101 101
781,101 101 46 101 101
782,101 101 61 101 101
783,101 101 61 101 101
784,101 101 85 101 101
785,101 101 85 101 101
786,101 101 72 101 101
787,101 101 72 101 101
788,101 101 36 101 101
789,101 101 29 101 101
790,101 101 82 101 101
791,101 101 82 101 101
792,101 101 36 101 101
793,101 101 36 101 101
794,101 101 64 101 101
795,101 101 65 101 101
796,101 101 65 101 101
797,101 101 73 101 101
798,101 101 90 101 101
799,101 101 90 101 101
800,101 101 53 101 101
801,101 101 85 101 101
802,101 101 14 101 101
803,101 101 53 101 101
804,101 101 30 101 101
805,101 101 78 101 101
806,101 101 43 101 101
807,101 101 8 101 101
808,101 101 8 101 101
809,101 101 8 101 101
810,101 101 16 101 101
811,101 101 82 101 101
812,101 101 16 101 101
813,101 101 2 101 101
814,101 101 25 101 101
815,101 101 59 101 101
816,101 101 46 101 101
817,101 101 46 101 101
818,101 101 46 101 101
819,101 101 25 101 101
820,101 101 25 101 101
821,101 101 11 101 101
822,101 101 11 101 101
823,101 101 11 101 101
824,101 101 11 101 101
825,101 101 11 101 101
826,101 101 83 101 101
827,101 101 83 101 101
828,101 101 28 101 101
829,101 101 72 101 101
830,101 101 61 101 101
831,101 101 83 101 101
832,101 101 81 101 101
833,101 101 14 101 101
834,101 101 14 101 101
835,101 101 26 101 101
836,101 101 64 101 101
837,101 101 40 101 101
838,101 101 40 101 101
839,101 101 37 101 101
840,101 101 37 101 101
841,101 101 30 101 101
842,101 101 30 101 101
843,101 101 46 101 101
844,101 101 46 101 101
845,101 101 62 101 101
846,101 101 62 101 101
847,101 101 25 101 101
848,101 101 42 101 101
849,101 101 17 101 101
850,101 101 25 101 101
851,101 101 25 101 101
852,101 101 42 101 101
853,101 101 99 101 101
854,101 101 42 101 101
855,101 101 3 101 101
856,101 101 57 101 101
857,101 101 99 101 101
858,101 101 95 101 101
859,101 101 57 101 101
860,101 101 16 101 101
861,101 101 47 101 101
862,101 101 10 101 101
863,101 101 54 101 101
864,101 101 51 101 101
865,101 101 65 101 101
866,101 101 66 101 101
867,101 101 65 101 101
868,101 101 21 101 101
869,101 101 60 101 101
870,101 101 60 101 101
871,101 101 9 101 101
872,101 101 78 101 101
873,101 101 67 101 101
874,101 101 99 101 101
875,101 101 65 101 101
876,101 101 52 101 101
877,101 101 65 101 101
878,101 101 78 101 101
879,101 101 30 101 101
880,101 101 44 101 101
881,101 101 58 101 101
882,101 101 60 101 101
883,101 101 58 101 101
884,101 101 70 101 101
885,101 101 70 101 101
886,101 101 70 101 101
887,101 101 83 101 101
888,101 101 17 101 101
889,101 101 45 101 101
890,101 101 45 101 101
891,101 101 79 101 101
892,101 101 45 101 101
893,101 101 45 101 101
894,101 101 78 101 101
895,101 101 64 101 101
896,101 101 64 101 101
897,101 101 64 101 101
898,101 101 64 101 101
899,101 101 64 101 101
900,101 101 28 101 101
901,101 101 28 101 101
902,101 101 15 101 101
903,101 101 15 101 101
904,101 101 42 101 101
905,101 101 42 101 101
906,101 101 4 101 101
907,101 101 4 101 101
908,101 101 15 101 101
909,101 101 6 101 101
910,101 101 6 101 101
911,101 101 6 101 101
912,101 101 95 101 101
913,101 101 16 101 101
914,101 101 95 101 101
915,101 101 16 101 101
916,101 101 83 101 101
917,101 101 83 101 101
918,101 101 83 101 101
919,101 101 83 101 101
920,101 101 83 101 101
921,101 101 48 101 101
922,101 101 48 101 101
923,101 101 48 101 101
924,101 101 48 101 101
925,101 101 41 101 101
926,101 101 70 101 101
927,101 101 98 101 101
928,101 101 70 101 101
929,101 101 41 101 101
930,101 101 41 101 101
931,101 101 56 101 101
932,101 101 37 101 101
933,101 101 56 101 101
934,101 101 70 101 101
935,101 101 37 101 101
936,101 101 82 101 101
937,101 101 73 101 101
938,101 101 8 101 101
939,101 101 90 101 101
940,101 101 90 101 101
941,101 101 30 101 101
942,101 101 8 101 101
943,101 101 2 101 101
944,101 101 22 101 101
945,101 101 78 101 101
946,101 101 78 101 101
947,101 101 36 101 101
948,101 101 67 101 101
949,101 101 58 101 101
950,101 101 59 101 101
951,101 101 9 101 101
952,101 101 95 101 101
953,101 101 59 101 101
954,101 101 12 101 101
955,101 101 36 101 101
956,101 101 46 101 101
957,101 101 36 101 101
958,101 101 36 101 101
959,101 101 29 101 101
960,101 101 62 101 101
961,101 101 59 101 101
962,101 101 46 101 101
963,101 101 12 101 101
964,101 101 46 101 101
965,101 101 46 101 101
966,101 101 46 101 101
967,101 101 46 101 101
968,101 101 54 101 101
969,101 101 59 101 101
970,101 101 62 101 101
971,101 101 59 101 101
972,101 101 29 101 101
973,101 101 29 101 101
974,101 101 36 101 101
975,101 101 81 101 101
976,101 101 29 101 101
977,101 101 36 101 101
978,101 101 36 101 101
979,101 101 29 101 101
980,101 101 66 101 101
981,101 101 66 101 101
982,101 101 42 101 101
983,101 101 32 101 101
984,101 101 99 101 101
985,101 101 32 101 101
986,101 101 7 101 101
987,101 101 32 101 101
988,101 101 51 101 101
989,101 101 32 101 101
990,101 101 51 101 101
991,101 101 51 101 101
992,101 101 8 101 101
993,101 101 66 101 101
994,101 101 96 101 101
995,101 101 80 101 101
996,101 101 80 101 101
997,101 101 80 101 101
998,101 101 80 101 101
999,101 101 45 101 101
1000,101 101 65 101 101
1001,101 101 64 101 101
1002,101 101 52 101 101
1003,101 101 92 101 101
1004,101 101 66 101 101
1005,101 101 66 101 101
1006,101 101 55 101 101
1007,101 101 72 101 101
1008,101 101 76 101 101
1009,101 101 4 101 101
1010,101 101 33 101 101
1011,101 101 72 101 101
1012,101 101 4 101 101
1013,101 101 17 101 101
1014,101 101 61 101 101
1015,101 101 65 101 101
1016,101 101 3 101 101
1017,101 101 52 101 101
1018,101 101 5 101 101
1019,101 101 73 101 101
1020,101 101 28 101 101
1021,101 101 35 101 101
1022,101 101 8 101 101
1023,101 101 66 101 101
1024,101 101 58 101 101
1025,101 101 44 101 101
1026,101 101 58 101 101
1027,101 101 30 101 101
1028,101 101 77 101 101
1029,101 101 61 101 101
1030,101 101 80 101 101
1031,101 101 80 101 101
1032,101 101 65 101 101
1033,101 101 65 101 101
1034,101 101 80 101 101
1035,101 101 66 101 101
1036,101 101 65 101 101
1037,101 101 65 101 101
1038,101 101 66 101 101
1039,101 101 65 101 101
1040,101 101 65 101 101
1041,101 101 56 101 101
1042,101 101 0 101 101
1043,101 101 84 101 101
1044,101 101 26 101 101
1045,101 101 36 101 101
1046,101 101 2 101 101
1047,101 101 61 101 101
1048,101 101 46 101 101
1049,101 101 82 101 101
1050,101 101 46 101 101
1051,101 101 38 101 101
1052,101 101 58 101 101
1053,101 101 30 101 101
1054,101 101 61 101 101
1055,101 101 46 101 101
1056,101 101 85 101 101
1057,101 101 36 101 101
1058,101 101 36 101 101
1059,101 101 82 101 101
1060,101 101 12 101 101
1061,101 101 11 101 101
1062,101 101 61 101 101
1063,101 101 81 101 101
1064,101 101 46 101 101
1065,101 101 82 101 101
1066,101 101 85 101 101
1067,101 101 82 101 101
1068,101 101 20 101 101
1069,101 101 61 101 101
1070,101 101 41 101 101
1071,101 101 12 101 101
1072,101 101 36 101 101
1073,101 101 11 101 101
1074,101 101 29 101 101
1075,101 101 12 101 101
1076,101 101 78 101 101
1077,101 101 78 101 101
1078,101 101 29 101 101
1079,101 101 61 101 101
1080,101 101 29 101 101
1081,101 101 12 101 101
1082,101 101 12 101 101
1083,101 101 12 101 101
1084,101 101 29 101 101
1085,101 101 29 101 101
1086,101 101 61 101 101
1087,101 101 20 101 101
1088,101 101 61 101 101
1089,101 101 61 101 101
1090,101 101 33 101 101
1091,101 101 33 101 101
1092,101 101 33 101 101
1093,101 101 33 101 101
1094,101 101 33 101 101
1095,101 101 33 101 101
1096,101 101 33 101 101
1097,101 101 33 101 101
1098,101 101 33 101 101
1099,101 101 33 101 101
1100,101 101 33 101 101
1101,101 101 33 101 101
1102,101 101 33 101 101
1103,101 101 33 101 101
1104,101 101 33 101 101
1105,101 101 33 101 101
1106,101 101 33 101 101
1107,101 101 33 101 101
1108,101 101 33 101 101
1109,101 101 33 101 101
1110,101 101 94 101 101
1111,101 101 55 101 101
1112,101 101 77 101 101
1113,101 101 33 101 101
1114,101 101 33 101 101
1115,101 101 33 101 101
1116,101 101 33 101 101
1117,101 101 33 101 101
1118,101 101 33 101 101
1119,101 101 33 101 101
1120,101 101 33 101 101
1121,101 101 33 101 101
1122,101 101 33 101 101
1123,101 101 33 101 101
1124,101 101 33 101 101
1125,101 101 33 101 101
1126,101 101 96 101 101
1127,101 101 33 101 101
1128,101 101 33 101 101
1129,101 101 33 101 101
1130,101 101 33 101 101
1131,101 101 33 101 101
1132,101 101 33 101 101
1133,101 101 33 101 101
1134,101 101 33 101 101
1135,101 101 33 101 101
1136,101 101 33 101 101
1137,101 101 33 101 101
1138,101 101 33 101 101
1139,101 101 33 101 101
1140,101 101 33 101 101
1141,101 101 33 101 101
1142,101 101 33 101 101
1143,101 101 33 101 101
1144,101 101 33 101 101
1145,101 101 33 101 101
1146,101 101 33 101 101
1147,101 101 96 101 101
1148,101 101 73 101 101
1149,101 101 52 101 101
1150,101 101 84 101 101
1151,101 101 33 101 101
