id,hotel_cluster
436,101 82 101 101 101
437,101 64 101 101 101
438,101 86 101 101 101
439,101 64 101 101 101
440,101 64 101 101 101
441,101 11 101 101 101
442,101 64 101 101 101
443,101 64 101 101 101
444,101 64 101 101 101
445,101 64 101 101 101
446,101 64 101 101 101
447,101 64 101 101 101
448,101 64 101 101 101
449,101 64 101 101 101
450,101 86 101 101 101
451,101 64 101 101 101
452,101 64 101 101 101
453,101 64 101 101 101
454,101 64 101 101 101
455,101 64 101 101 101
456,101 64 101 101 101
457,101 64 101 101 101
458,101 97 101 101 101
459,101 69 101 101 101
460,101 97 101 101 101
461,101 97 101 101 101
462,101 70 101 101 101
463,101 86 101 101 101
464,101 97 101 101 101
465,101 69 101 101 101
466,101 69 101 101 101
467,101 97 101 101 101
468,101 97 101 101 101
469,101 69 101 101 101
470,101 69 101 101 101
471,101 69 101 101 101
472,101 86 101 101 101
473,101 97 101 101 101
474,101 86 101 101 101
475,101 86 101 101 101
476,101 69 101 101 101
477,101 86 101 101 101
478,101 86 101 101 101
479,101 9 101 101 101
480,101 69 101 101 101
481,101 86 101 101 101
482,101 97 101 101 101
483,101 69 101 101 101
484,101 69 101 101 101
485,101 69 101 101 101
486,101 97 101 101 101
487,101 69 101 101 101
488,101 92 101 101 101
489,101 97 101 101 101
490,101 97 101 101 101
491,101 97 101 101 101
492,101 69 101 101 101
493,101 97 101 101 101
494,101 64 101 101 101
495,101 64 101 101 101
496,101 64 101 101 101
497,101 64 101 101 101
498,101 64 101 101 101
499,101 97 101 101 101
500,101 69 101 101 101
501,101 98 101 101 101
502,101 86 101 101 101
503,101 33 101 101 101
504,101 98 101 101 101
505,101 69 101 101 101
506,101 98 101 101 101
507,101 69 101 101 101
508,101 69 101 101 101
509,101 69 101 101 101
510,101 69 101 101 101
511,101 69 101 101 101
512,101 41 101 101 101
513,101 64 101 101 101
514,101 38 101 101 101
515,101 38 101 101 101
516,101 38 101 101 101
517,101 38 101 101 101
518,101 38 101 101 101
519,101 38 101 101 101
520,101 30 101 101 101
521,101 30 101 101 101
522,101 30 101 101 101
523,101 38 101 101 101
524,101 38 101 101 101
525,101 27 101 101 101
526,101 27 101 101 101
527,101 74 101 101 101
528,101 74 101 101 101
529,101 27 101 101 101
530,101 27 101 101 101
531,101 27 101 101 101
532,101 97 101 101 101
533,101 92 101 101 101
534,101 97 101 101 101
535,101 64 101 101 101
536,101 64 101 101 101
537,101 64 101 101 101
538,101 67 101 101 101
539,101 67 101 101 101
540,101 12 101 101 101
541,101 60 101 101 101
542,101 32 101 101 101
543,101 10 101 101 101
544,101 47 101 101 101
545,101 5 101 101 101
546,101 62 101 101 101
547,101 35 101 101 101
548,101 14 101 101 101
549,101 57 101 101 101
550,101 47 101 101 101
551,101 15 101 101 101
552,101 85 101 101 101
553,101 81 101 101 101
554,101 81 101 101 101
555,101 15 101 101 101
556,101 15 101 101 101
557,101 15 101 101 101
558,101 41 101 101 101
559,101 1 101 101 101
560,101 1 101 101 101
561,101 5 101 101 101
562,101 43 101 101 101
563,101 43 101 101 101
564,101 70 101 101 101
565,101 70 101 101 101
566,101 70 101 101 101
567,101 2 101 101 101
568,101 2 101 101 101
569,101 71 101 101 101
570,101 83 101 101 101
571,101 34 101 101 101
572,101 16 101 101 101
573,101 18 101 101 101
574,101 71 101 101 101
575,101 0 101 101 101
576,101 50 101 101 101
577,101 50 101 101 101
578,101 50 101 101 101
579,101 15 101 101 101
580,101 15 101 101 101
581,101 65 101 101 101
582,101 52 101 101 101
583,101 83 101 101 101
584,101 40 101 101 101
585,101 16 101 101 101
586,101 85 101 101 101
587,101 83 101 101 101
588,101 18 101 101 101
589,101 48 101 101 101
590,101 83 101 101 101
591,101 83 101 101 101
592,101 47 101 101 101
593,101 22 101 101 101
594,101 42 101 101 101
595,101 95 101 101 101
596,101 68 101 101 101
597,101 91 101 101 101
598,101 18 101 101 101
599,101 42 101 101 101
600,101 91 101 101 101
601,101 99 101 101 101
602,101 48 101 101 101
603,101 48 101 101 101
604,101 42 101 101 101
605,101 42 101 101 101
606,101 41 101 101 101
607,101 68 101 101 101
608,101 37 101 101 101
609,101 37 101 101 101
610,101 41 101 101 101
611,101 72 101 101 101
612,101 70 101 101 101
613,101 55 101 101 101
614,101 41 101 101 101
615,101 41 101 101 101
616,101 68 101 101 101
617,101 68 101 101 101
618,101 3 101 101 101
619,101 95 101 101 101
620,101 70 101 101 101
621,101 55 101 101 101
622,101 72 101 101 101
623,101 72 101 101 101
624,101 72 101 101 101
625,101 72 101 101 101
626,101 47 101 101 101
627,101 68 101 101 101
628,101 76 101 101 101
629,101 39 101 101 101
630,101 6 101 101 101
631,101 6 101 101 101
632,101 26 101 101 101
633,101 73 101 101 101
634,101 52 101 101 101
635,101 65 101 101 101
636,101 65 101 101 101
637,101 65 101 101 101
638,101 89 101 101 101
639,101 66 101 101 101
640,101 66 101 101 101
641,101 66 101 101 101
642,101 66 101 101 101
643,101 63 101 101 101
644,101 55 101 101 101
645,101 0 101 101 101
646,101 45 101 101 101
647,101 98 101 101 101
648,101 98 101 101 101
649,101 98 101 101 101
650,101 1 101 101 101
651,101 1 101 101 101
652,101 84 101 101 101
653,101 96 101 101 101
654,101 96 101 101 101
655,101 77 101 101 101
656,101 77 101 101 101
657,101 77 101 101 101
658,101 42 101 101 101
659,101 2 101 101 101
660,101 89 101 101 101
661,101 16 101 101 101
662,101 6 101 101 101
663,101 51 101 101 101
664,101 13 101 101 101
665,101 91 101 101 101
666,101 16 101 101 101
667,101 44 101 101 101
668,101 83 101 101 101
669,101 2 101 101 101
670,101 33 101 101 101
671,101 33 101 101 101
672,101 1 101 101 101
673,101 79 101 101 101
674,101 1 101 101 101
675,101 1 101 101 101
676,101 1 101 101 101
677,101 18 101 101 101
678,101 41 101 101 101
679,101 83 101 101 101
680,101 2 101 101 101
681,101 1 101 101 101
682,101 1 101 101 101
683,101 1 101 101 101
684,101 1 101 101 101
685,101 1 101 101 101
686,101 1 101 101 101
687,101 10 101 101 101
688,101 10 101 101 101
689,101 1 101 101 101
690,101 1 101 101 101
691,101 1 101 101 101
692,101 79 101 101 101
693,101 79 101 101 101
694,101 79 101 101 101
695,101 45 101 101 101
696,101 79 101 101 101
697,101 79 101 101 101
698,101 33 101 101 101
699,101 1 101 101 101
700,101 91 101 101 101
701,101 18 101 101 101
702,101 18 101 101 101
703,101 1 101 101 101
704,101 1 101 101 101
705,101 1 101 101 101
706,101 1 101 101 101
707,101 49 101 101 101
708,101 19 101 101 101
709,101 49 101 101 101
710,101 49 101 101 101
711,101 49 101 101 101
712,101 49 101 101 101
713,101 49 101 101 101
714,101 49 101 101 101
715,101 49 101 101 101
716,101 79 101 101 101
717,101 83 101 101 101
718,101 1 101 101 101
719,101 79 101 101 101
720,101 1 101 101 101
721,101 1 101 101 101
722,101 1 101 101 101
723,101 94 101 101 101
724,101 94 101 101 101
725,101 70 101 101 101
726,101 77 101 101 101
727,101 77 101 101 101
728,101 77 101 101 101
729,101 77 101 101 101
730,101 32 101 101 101
731,101 47 101 101 101
732,101 51 101 101 101
733,101 48 101 101 101
734,101 77 101 101 101
735,101 32 101 101 101
736,101 32 101 101 101
737,101 1 101 101 101
738,101 18 101 101 101
739,101 1 101 101 101
740,101 1 101 101 101
741,101 1 101 101 101
742,101 71 101 101 101
743,101 18 101 101 101
744,101 1 101 101 101
745,101 19 101 101 101
746,101 1 101 101 101
747,101 1 101 101 101
748,101 72 101 101 101
749,101 18 101 101 101
750,101 21 101 101 101
751,101 91 101 101 101
752,101 91 101 101 101
753,101 95 101 101 101
754,101 49 101 101 101
755,101 54 101 101 101
756,101 1 101 101 101
757,101 1 101 101 101
758,101 1 101 101 101
759,101 1 101 101 101
760,101 50 101 101 101
761,101 93 101 101 101
762,101 1 101 101 101
763,101 1 101 101 101
764,101 79 101 101 101
765,101 79 101 101 101
766,101 33 101 101 101
767,101 19 101 101 101
768,101 1 101 101 101
769,101 79 101 101 101
770,101 79 101 101 101
771,101 28 101 101 101
772,101 91 101 101 101
773,101 48 101 101 101
774,101 50 101 101 101
775,101 28 101 101 101
776,101 55 101 101 101
777,101 55 101 101 101
778,101 50 101 101 101
779,101 13 101 101 101
780,101 77 101 101 101
781,101 51 101 101 101
782,101 51 101 101 101
783,101 57 101 101 101
784,101 14 101 101 101
785,101 89 101 101 101
786,101 16 101 101 101
787,101 6 101 101 101
788,101 76 101 101 101
789,101 73 101 101 101
790,101 14 101 101 101
791,101 76 101 101 101
792,101 89 101 101 101
793,101 20 101 101 101
794,101 20 101 101 101
795,101 40 101 101 101
796,101 59 101 101 101
797,101 59 101 101 101
798,101 28 101 101 101
799,101 6 101 101 101
800,101 8 101 101 101
801,101 8 101 101 101
802,101 8 101 101 101
803,101 14 101 101 101
804,101 8 101 101 101
805,101 81 101 101 101
806,101 8 101 101 101
807,101 10 101 101 101
808,101 77 101 101 101
809,101 10 101 101 101
810,101 16 101 101 101
811,101 16 101 101 101
812,101 62 101 101 101
813,101 85 101 101 101
814,101 67 101 101 101
815,101 22 101 101 101
816,101 78 101 101 101
817,101 44 101 101 101
818,101 67 101 101 101
819,101 58 101 101 101
820,101 78 101 101 101
821,101 67 101 101 101
822,101 58 101 101 101
823,101 78 101 101 101
824,101 30 101 101 101
825,101 62 101 101 101
826,101 90 101 101 101
827,101 43 101 101 101
828,101 90 101 101 101
829,101 20 101 101 101
830,101 81 101 101 101
831,101 60 101 101 101
832,101 35 101 101 101
833,101 93 101 101 101
834,101 62 101 101 101
835,101 58 101 101 101
836,101 78 101 101 101
837,101 78 101 101 101
838,101 78 101 101 101
839,101 20 101 101 101
840,101 99 101 101 101
841,101 8 101 101 101
842,101 91 101 101 101
843,101 91 101 101 101
844,101 91 101 101 101
845,101 82 101 101 101
846,101 7 101 101 101
847,101 7 101 101 101
848,101 7 101 101 101
849,101 1 101 101 101
850,101 1 101 101 101
851,101 96 101 101 101
852,101 21 101 101 101
853,101 84 101 101 101
854,101 8 101 101 101
855,101 50 101 101 101
856,101 7 101 101 101
857,101 50 101 101 101
858,101 13 101 101 101
859,101 47 101 101 101
860,101 23 101 101 101
861,101 23 101 101 101
862,101 23 101 101 101
863,101 96 101 101 101
864,101 0 101 101 101
865,101 43 101 101 101
866,101 43 101 101 101
867,101 86 101 101 101
868,101 97 101 101 101
869,101 97 101 101 101
870,101 97 101 101 101
871,101 3 101 101 101
872,101 98 101 101 101
873,101 98 101 101 101
874,101 97 101 101 101
875,101 21 101 101 101
876,101 5 101 101 101
877,101 36 101 101 101
878,101 25 101 101 101
879,101 61 101 101 101
880,101 67 101 101 101
881,101 67 101 101 101
882,101 61 101 101 101
883,101 98 101 101 101
884,101 33 101 101 101
885,101 98 101 101 101
886,101 46 101 101 101
887,101 46 101 101 101
888,101 46 101 101 101
889,101 46 101 101 101
890,101 98 101 101 101
891,101 98 101 101 101
892,101 98 101 101 101
893,101 98 101 101 101
894,101 53 101 101 101
895,101 53 101 101 101
896,101 53 101 101 101
897,101 53 101 101 101
898,101 53 101 101 101
899,101 25 101 101 101
900,101 25 101 101 101
901,101 11 101 101 101
902,101 11 101 101 101
903,101 11 101 101 101
904,101 2 101 101 101
905,101 2 101 101 101
906,101 2 101 101 101
907,101 2 101 101 101
908,101 2 101 101 101
909,101 2 101 101 101
910,101 46 101 101 101
911,101 46 101 101 101
912,101 46 101 101 101
913,101 46 101 101 101
914,101 15 101 101 101
915,101 25 101 101 101
916,101 11 101 101 101
917,101 48 101 101 101
918,101 20 101 101 101
919,101 20 101 101 101
920,101 33 101 101 101
921,101 99 101 101 101
922,101 99 101 101 101
923,101 78 101 101 101
924,101 8 101 101 101
925,101 30 101 101 101
926,101 30 101 101 101
927,101 46 101 101 101
928,101 36 101 101 101
929,101 61 101 101 101
930,101 46 101 101 101
931,101 36 101 101 101
932,101 58 101 101 101
933,101 58 101 101 101
934,101 58 101 101 101
935,101 58 101 101 101
936,101 46 101 101 101
937,101 46 101 101 101
938,101 46 101 101 101
939,101 30 101 101 101
940,101 30 101 101 101
941,101 46 101 101 101
942,101 46 101 101 101
943,101 46 101 101 101
944,101 38 101 101 101
945,101 99 101 101 101
946,101 6 101 101 101
947,101 6 101 101 101
948,101 2 101 101 101
949,101 2 101 101 101
950,101 2 101 101 101
951,101 64 101 101 101
952,101 64 101 101 101
953,101 63 101 101 101
954,101 63 101 101 101
955,101 36 101 101 101
956,101 75 101 101 101
957,101 61 101 101 101
958,101 36 101 101 101
959,101 82 101 101 101
960,101 46 101 101 101
961,101 46 101 101 101
962,101 75 101 101 101
963,101 4 101 101 101
964,101 25 101 101 101
965,101 59 101 101 101
966,101 11 101 101 101
967,101 11 101 101 101
968,101 11 101 101 101
969,101 46 101 101 101
970,101 2 101 101 101
971,101 77 101 101 101
972,101 77 101 101 101
973,101 65 101 101 101
974,101 87 101 101 101
975,101 87 101 101 101
976,101 65 101 101 101
977,101 27 101 101 101
978,101 92 101 101 101
979,101 92 101 101 101
980,101 80 101 101 101
981,101 5 101 101 101
982,101 87 101 101 101
983,101 87 101 101 101
984,101 52 101 101 101
985,101 87 101 101 101
986,101 66 101 101 101
987,101 66 101 101 101
988,101 84 101 101 101
989,101 26 101 101 101
990,101 44 101 101 101
991,101 87 101 101 101
992,101 73 101 101 101
993,101 73 101 101 101
994,101 9 101 101 101
995,101 73 101 101 101
996,101 41 101 101 101
997,101 26 101 101 101
998,101 26 101 101 101
999,101 41 101 101 101
1000,101 84 101 101 101
1001,101 37 101 101 101
1002,101 31 101 101 101
1003,101 92 101 101 101
1004,101 52 101 101 101
1005,101 65 101 101 101
1006,101 66 101 101 101
1007,101 52 101 101 101
1008,101 87 101 101 101
1009,101 65 101 101 101
1010,101 96 101 101 101
1011,101 65 101 101 101
1012,101 65 101 101 101
1013,101 65 101 101 101
1014,101 87 101 101 101
1015,101 65 101 101 101
1016,101 52 101 101 101
1017,101 87 101 101 101
1018,101 87 101 101 101
1019,101 92 101 101 101
1020,101 96 101 101 101
1021,101 65 101 101 101
1022,101 31 101 101 101
1023,101 65 101 101 101
1024,101 84 101 101 101
1025,101 87 101 101 101
1026,101 87 101 101 101
1027,101 96 101 101 101
1028,101 66 101 101 101
1029,101 96 101 101 101
1030,101 34 101 101 101
1031,101 96 101 101 101
1032,101 87 101 101 101
1033,101 66 101 101 101
1034,101 31 101 101 101
1035,101 52 101 101 101
1036,101 87 101 101 101
1037,101 52 101 101 101
1038,101 52 101 101 101
1039,101 45 101 101 101
1040,101 65 101 101 101
1041,101 26 101 101 101
1042,101 61 101 101 101
1043,101 87 101 101 101
1044,101 31 101 101 101
1045,101 65 101 101 101
1046,101 65 101 101 101
1047,101 83 101 101 101
1048,101 65 101 101 101
1049,101 26 101 101 101
1050,101 65 101 101 101
1051,101 65 101 101 101
1052,101 52 101 101 101
1053,101 66 101 101 101
1054,101 52 101 101 101
1055,101 96 101 101 101
1056,101 65 101 101 101
1057,101 65 101 101 101
1058,101 52 101 101 101
1059,101 52 101 101 101
1060,101 87 101 101 101
1061,101 87 101 101 101
1062,101 84 101 101 101
1063,101 96 101 101 101
1064,101 94 101 101 101
1065,101 96 101 101 101
1066,101 87 101 101 101
1067,101 52 101 101 101
1068,101 87 101 101 101
1069,101 64 101 101 101
1070,101 65 101 101 101
1071,101 63 101 101 101
1072,101 31 101 101 101
1073,101 65 101 101 101
1074,101 65 101 101 101
1075,101 66 101 101 101
1076,101 92 101 101 101
1077,101 66 101 101 101
1078,101 52 101 101 101
1079,101 96 101 101 101
1080,101 5 101 101 101
1081,101 65 101 101 101
1082,101 52 101 101 101
1083,101 52 101 101 101
1084,101 65 101 101 101
1085,101 66 101 101 101
1086,101 65 101 101 101
1087,101 73 101 101 101
1088,101 87 101 101 101
1089,101 52 101 101 101
1090,101 52 101 101 101
1091,101 52 101 101 101
1092,101 96 101 101 101
1093,101 84 101 101 101
1094,101 65 101 101 101
1095,101 65 101 101 101
1096,101 52 101 101 101
1097,101 52 101 101 101
1098,101 65 101 101 101
1099,101 80 101 101 101
1100,101 87 101 101 101
1101,101 38 101 101 101
1102,101 73 101 101 101
1103,101 65 101 101 101
1104,101 96 101 101 101
1105,101 59 101 101 101
1106,101 61 101 101 101
1107,101 65 101 101 101
1108,101 87 101 101 101
1109,101 73 101 101 101
1110,101 87 101 101 101
1111,101 5 101 101 101
1112,101 87 101 101 101
1113,101 75 101 101 101
1114,101 87 101 101 101
1115,101 80 101 101 101
1116,101 65 101 101 101
1117,101 87 101 101 101
1118,101 52 101 101 101
1119,101 65 101 101 101
1120,101 87 101 101 101
1121,101 87 101 101 101
1122,101 41 101 101 101
1123,101 17 101 101 101
1124,101 50 101 101 101
1125,101 87 101 101 101
1126,101 87 101 101 101
1127,101 52 101 101 101
1128,101 96 101 101 101
1129,101 71 101 101 101
1130,101 0 101 101 101
1131,101 5 101 101 101
1132,101 87 101 101 101
1133,101 96 101 101 101
1134,101 52 101 101 101
1135,101 65 101 101 101
1136,101 65 101 101 101
1137,101 65 101 101 101
1138,101 52 101 101 101
1139,101 66 101 101 101
1140,101 66 101 101 101
1141,101 65 101 101 101
1142,101 65 101 101 101
1143,101 65 101 101 101
1144,101 0 101 101 101
1145,101 73 101 101 101
1146,101 65 101 101 101
1147,101 0 101 101 101
1148,101 92 101 101 101
1149,101 26 101 101 101
1150,101 27 101 101 101
1151,101 27 101 101 101
